"№",Название,Кол-во,Опер.,Акт.,ID
"",,,,
"---",---------------------------Рогатки---------------------------,---,---,---,----------------
"",,,,
1660,Пневматическая винтовка Beeman Wolverine с газовой пружиной,0," "," ",651279439
1661,Пневматическая винтовка Benjamin Titan NP,0," "," ",21327715
1662,Пневматическая винтовка Benjamin Trail NP All Weather,0," "," ",21327764
1663,Пневматическая винтовка Benjamin Trail NP XL 1500,0," "," ",21327809
1664,Пневматическая винтовка Cometa 400 Fenix GP,0," "," ",67496358
1665,Пневматическая винтовка Cometa 400 Galaxy GP,0," "," ",67501079
1666,Пневматическая винтовка Cometa Fusion Galaxy GP,0," "," ",67501621
1667,Пневматическая винтовка Crosman Blaze NP,0," "," ",326548608
1668,Пневматическая винтовка Crosman Express Hunter,0," "," ",989644489
1669,Пневматическая винтовка Crosman F4,0," "," ",989654508
1670,Пневматическая винтовка Crosman F4 NP,0," "," ",183778491
1671,Пневматическая винтовка Crosman F4 TS,1," "," ",989664640
1672,Пневматическая винтовка Crosman Fury II Blackout,0," "," ",326568851
1673,Пневматическая винтовка Crosman Fury NP,0," "," ",21272042
1674,Пневматическая винтовка Crosman Fury NP + прицел 4x32 C/P,0," "," ",59488540
1675,Пневматическая винтовка Crosman Genesis NP,0," "," ",326591905
1676,Пневматическая винтовка Crosman Nitro Venom,0," "," ",21272215
1677,Пневматическая винтовка Crosman Nitro Venom Dusk,0," "," ",21272893
1678,Пневматическая винтовка Crosman TR77 NP,0," "," ",21326394
1679,Пневматическая винтовка Crosman Vantage NP,0," "," ",21326432
1680,Пневматическая винтовка Crosman Vantage NP+прицел 4х32 C.P,0," "," ",21327872
1681,Пневматическая винтовка Diana 340 N-TEC Classic Pro Compact + прицел BULLSEYE 4x32,0," "," ",58685074
1682,Пневматическая винтовка Diana 340 N-TEC Classic Prof + BULLSEYE 4x32,0," "," ",58685315
1683,Пневматическая винтовка Diana 340 N-TEC Luxus Compact,0," "," ",58685935
1684,Пневматическая винтовка Diana 340 N-TEC Luxus Pro Compact + прицел BULLSEYE 4x32,0," "," ",58690077
1685,Пневматическая винтовка Ekol Major ES450 с газовой пружиной,0," "," ",1024191745
1686,Пневматическая винтовка Ekol Major ES450 с газовой пружиной Vado + расконсервация,0," "," ",1024193164
1687,Пневматическая винтовка Ekol Thunder ES450 с газовой пружиной,0," "," ",1024120368
1688,Пневматическая винтовка Ekol Thunder ES450 с газовой пружиной Vado + расконсервация,1," "," ",1024121528
1689,Пневматическая винтовка Ekol Ultimate ES450 с газовой пружиной,0," "," ",1024154542
1690,Пневматическая винтовка Ekol Ultimate ES450 с газовой пружиной Vado + расконсервация,0," "," ",1024156713
1691,Пневматическая винтовка Gamo Big Cat 1000 с газовой пружиной,0," "," ",503892003
1692,Пневматическая винтовка Gamo Black Shadow IGT,0," "," ",22103968
1693,Пневматическая винтовка Gamo CFR IGT,0," "," ",22104503
1694,Пневматическая винтовка Gamo Hunter IGT,0," "," ",22104639
1695,Пневматическая винтовка Gamo Whisper CFR IGT,0," "," ",22105057
1696,Пневматическая винтовка Gamo Whisper IGT,0," "," ",22105082
1697,Пневматическая винтовка Hatsan 125 Sniper Vortex,0," "," ",989352416
1698,Пневматическая винтовка Hatsan 125 Sniper c газовой пружиной,0," "," ",989288510
1699,Пневматическая винтовка Hatsan 125 Sniper с газовой пружиной Vado + расконсервация,0," "," ",989330520
1700,Пневматическая винтовка Hatsan 125 Sniper с усиленной газовой пружиной 200 бар,0," "," ",989300949
1701,Пневматическая винтовка Hatsan 125 TH Vortex,0," "," ",784285493
1702,Пневматическая винтовка Hatsan 125 ТН  с газовой пружиной,0," "," ",35095578
1703,Пневматическая винтовка Hatsan 150 TH с газовой пружиной,0," "," ",989499006
1704,Пневматическая винтовка Hatsan 150 TH с газовой пружиной Vado + расконсервация,0," "," ",989546922
1705,Пневматическая винтовка Hatsan 150 TH с усиленной газовой пружиной 200 бар,0," "," ",989537074
1706,Пневматическая винтовка Hatsan AIRTACT ED,8," "," ",964805774
1707,Пневматическая винтовка Hatsan AIRTACT ED с газовой пружиной 140 атм,0," "," ",964797228
1708,Пневматическая винтовка Hatsan AIRTACT ED с газовой пружиной 170 атм,0," "," ",964802348
1709,Пневматическая винтовка Hatsan AIRTACT ED с газовой пружиной Vado + расконсервация,0," "," ",964804331
1710,Пневматическая винтовка Hatsan AIRTACT PD с газовой пружиной 140 атм,0," "," ",964707508
1711,Пневматическая винтовка Hatsan AIRTACT PD с газовой пружиной 170 атм,0," "," ",964710004
1712,Пневматическая винтовка Hatsan AIRTACT PD с газовой пружиной Vado + расконсервация,1," "," ",964699151
1713,Пневматическая винтовка Hatsan AIRTACT с газовой пружиной 140 атм,0," "," ",675815033
1714,Пневматическая винтовка Hatsan AIRTACT с газовой пружиной 170 атм,0," "," ",770914908
1715,Пневматическая винтовка Hatsan AIRTACT с газовой пружиной Vado + расконсервация,0," "," ",950111738
1716,Пневматическая винтовка Hatsan SpeedFire Vortex,0," "," ",980489132
1717,Пневматическая винтовка Hatsan Striker AR с газовой пружиной,0," "," ",449736924
1718,Пневматическая винтовка Kral 001 Syntetic Gas Piston,0," "," ",177482913
1719,Пневматическая винтовка Kral 001 Syntetic c газовой пружиной,0," "," ",558411515
1720,Пневматическая винтовка Kral 003 с газовой пружиной,0," "," ",558422060
1721,Пневматическая винтовка Kral N-11 Gas Piston synthetic,0," "," ",558457147
1722,Пневматическая винтовка Magtech N2 1000 Black,0," "," ",21421147
1723,Пневматическая винтовка Magtech N2 1000 Black Wood,0," "," ",21421189
1724,Пневматическая винтовка Magtech N2 1000 Chrome Wood,0," "," ",21497177
1725,Пневматическая винтовка Magtech N2 Extreme 1150 Black,0," "," ",21497209
1726,Пневматическая винтовка Magtech N2 Extreme 1150 Chrome,0," "," ",21497238
1727,Пневматическая винтовка Magtech N2 Extreme 1300 Black,0," "," ",19933539
1728,Пневматическая винтовка Magtech N2 Extreme 1300 Chrome,0," "," ",21497268
1729,Пневматическая винтовка Norica Dream Hunter с газовой пружиной,0," "," ",1042658304
1730,Пневматическая винтовка SPA Artemis GR1250W,0," "," ",478756181
1731,Пневматическая винтовка SPA Artemis GR1600W,0," "," ",478788216
1732,Пневматическая винтовка SPA Artemis SR1000S,0," "," ",964898294
